Review	Sentiment
Kasnili su pola sata, pomfrit je bio hladan, meso mlako. Palacinke tople ali testo kao guma. U sustini nije to nesto lose ali opet mislim da trebaju obratiti paznju.	0
Cezar salata je bila savrsena. Isporuka brza. Sve preporuke.	1
Hrana je stigla kasno, prilozi koje smo porucili i PLATILI nisu bili u hrani uopste. Da ne pominjem da je sve bilo hladno. Ovde NIKAD VISE.	0
Super kao i uvek! Narucen veliki giros i palacinke eurokrem/plazma.	1
Narucili smo picu, kapricozu! Pica je stigla hladna i zilava, dostava je kasnila 20 minuta. Sve u svemu bachenih 1000 dinara! Poslednji put naruchujemo ovde!	0
gladni smo. pozuriteee	1
dostava malo kasnila, nema priloga, kobasica uzasno slana, sve u svemu 1.	0
Svaki put ispoštuju posebne zahteve. Dostava uvek besplatna kao što je i naznačeno, i što je najbitnije - na vreme. Nemojte se pokvariti! :)	1
Ukusno ukusno ukusnoooo! :)	1
Hrana je ukusna, nema sta ali porcije su premale za date pare! Od takvih procija ne moze ni dete od 5 godina da se najede... Narucili smo americki i engleski dorucak.	0
Pica je bila ukusna, ali je usluga prilicno losa. Prvo su me zvali da me pitaju koja cena mi pise na donesi.com nalogu, pa sam onda cekao sat vremena, da bi mi na kraju stigla hladna pica.	0
sat vremema cekanjam, lepinje tosta bajate uzas.	0
Stigao giros sa random prilozima. Nije toliko los ukus samog mesa... ZAto su spagete sasvim ok!	0
Super klopa za nas troje!	1
Narucio sam 2 pice, obe su bile hladne i poprilicno bezukusne. posna pica sa tunjevinom ima maximalno 10gr tunjevine... sve u svemu, nezadovoljan	0
Vegeterijana je stvarno bogata pica, nije se stedelo na resursima :)	1
bezveze je crunchy piletina i mala porcija	0
Teletina sumnjam da je teletina, sos je ocajan. Ovo je najgora dostava hrane koju sam u zivotu narucio.	0
Sendvič bi, definitivno, mogao da bude malo bogatiji sa premazima i mesom.	0
Nazalost nije cisto junece meso kao sto pise... Ovi ljudi koji komentarisu ovde ocigledno nikad nisu probali prave cevape od cistog juneceg mesa...	0
A gde je fil? Nadje se ponegde, u tragovima. Ocajno, samo se testo oseca u slatkim palacinkama.	0
Sve pohvale	1
Brzo zaustavljanje gladi u bilo koje doba.	1
Pizza je stigla pre vremena vruca i socna,zaista odnos cene i kvaliteta je odličan jedna od boljih pizzeria u gradu	1
Mnogo jaka cena za osrednji kvalitet hrane, dezert za tu cenu je nula!	0
lose, nije sveze, bas lose	0
korektan has, ali skupo u odnosu na kvalitet..dostava ok	0
ukusno njam	1
Hvala odlicno	1
jeo sam i bolje burgere...	0
Karbonare su sa makaronama i jako lose napravljene. Pica je gorka i loseg ukusa.	0
Test uzas kao u nekim seoskim picerijama,suvo lao barut...jedina svetla tacka je ljubazni dostavljac...	0
Znam da ovom komentarom neću doprineti mnogo,ali ovo je sve bilo perfektno,ževap dobar sočan,uštipci odlčni,pečurke jako dobre...Sve u svemu opet ćemo naručiti...Ispoštovano vreme...	1
Standardno bez greske	1
Otkako narucujemo hranu iz restorana Mile brza hrana i kuvana jela zasad je sve bilo bez konkurencije, sve pohvale za hranu i cijene!!!	1
Uzasno!!! Nista gore nisam jeo, mala porcija, a preskupo, ni P od pecuraka, sramota 765 dinara, pilece belo na bilo kom kiosku je bolje od ovoga.	0
Toplo, sveze, ukusno i brzo! Sve pohvale	1
Odlicna pica, svaka cast!	1
sasvim prosecno ok.	0
mogu da kažem da sam vrlo prijatno iznenađen, iako ima dosta izbora pizza u ovom gradu, jako je teško naći dobru... Sve preporuke!	1
Spagete male porcije :/	0
Jako losa pica, cevapi su ok	0
Brzina dostave, usluga, hrana - sve za pohvalu.	1
Meso je bilo zilavo, pomfrit nedovoljno isprzen, krastavci debelo sjeceni, prilozi izmijesani, narudzba ne ukljucuje hljeb (iako u restoranu kazu da je hljeb obavezan).	0
Narucili spinaci, koja je dosla u zakazano vreme, ali, rekao bih da smo vozacu bili poslednja adresa. Pica, jedva mlaka... :(	0
palacinke su ledene i uzasne	0
Very tasty deserts	1
Odlicna pica i palacinke, a nije ni skupo. Preporucujem	1
Ali se sada ne snalaze i ne donose je. Molim vas obrišite iz jelovnika ono što ne možete da isporučite.	0
ikvarili su se mnogo, tesko je naci fil u pitama	0
Nije da je losa, ali moze to mnooogo bolje, dostava je kasnila 20 min, al ne bitno, pica sa prsutom nije sa prsutom nega sa suvom pecenicom. ocjena 3	0
Sve preporuke.	1
Vrhunsko gravce!	1
Dobra hrana, kolicina porcije je vise nego zadovoljavajuca, usluga odlicna. Sve pohvale.	1
"Narucio sam picu na kojoj pise ""Paradajz sos, origano, kačkavalj, kulen"" dobio sam picu sa krastavcima i paprikom."	0
Fantazija!	1
Ono sto sam dobio nije imalo veze sa picom. Totalno nejestivo,iskreno sam razocaran!!!	0
Brzo, toplo, ukusno.	1
kakvo prijatno iznenadjenje,bravo .	1
Narucio sam picu Diavola sa dodatnim maslinkama, pica je dosla sa samo dve maslinke... Dostavljac je kasnio skoro pola sata... Veoma los utisak... Verovatno vise necu narucivati kod njih...	0
najboljiiii	1
Prosečno, ništa posebno. Zameram generalno veličini pizze, mala je kao sendvič a velika je kao kod drugih mala. Naručite za jednu osobu dve velike a za porodicu 10 malih.	0
Dostavljeno bez soka i jednog priloga... A naplaceno.	0
Ili ne citaju sta stavis od priloga, ili nemaju priloga na stanju. U svakom slucaju ne stave ono sto zelis!	0
Doneli ste mi zivo nepeceno meso ( zlatiborska vesalica)	0
Na najavljenih 40min oni dolaze za 80min...stvarno nema smisla! narucen giros koji je veliki,meso je ok al cacikija nigde nema?? cene su ok,ali nema razloga da ponovo narucujemo iz ovog restorana...	0
Narucene lazanje koje su ok i palacinka nutela/plazma koja je bila kiselkasta,a od nutele ni n,pre ce biti da je bio neki eurokrem.	0
Super brza isporuka, preukusna hrana, sve preporuke!	1
"Narucila sam ""Mikado set"" i desert ""Malibu rolls""; Sam set je bio osrednjeg kvaliteta, za razliku od deserta koji ima sve moje pohvale."	0
Dostava je kasnila pola sata, palacinke dosle, naravno, hladne. Dostavljac se nije ni izvinio, a prosli put je napomenuo da ocijenim ovde restoran, pa evo.	0
Dobra pica. Debelo testo je taman prave debljine, nije kao u Cao piceriji predebelo. Za tanko ne znam. Ko voli ljuti preporucujem da naruci ovo. Velicina taman za jednu malo jacu osobu :)	1
Sve je stiglo na vreme, relativno ukusno, medjutim kari pirinac koji sam narucio je bio uzasno ljut. Do te mere da nije moglo da se jede. Narucivao sam ga 20 puta do sada, nikad nije bio ljut.	0
Porudžbina je stigla veoma brzo, a porcija je bila veća od očekivane(videti sliku). Veoma ukusna klopa za male pare. Svaka preporuka.	1
Lose.Lose. I lose. Nesto se desilo sa kvalitetom njihove pice, sto ne mogu da skapiram. Uvek su bili dobri i u restoranu i na dostavi. Nadam se da ce se vratiti starom kvalitetu.	0
Odlicna hrana i brza isporuka kao i uvek	1
Izuzetno brza dostava, veoma ukusna hrana, definitivno jedan od najboljih restorana	1
Sasvim korektan ukus, dobra porcija i brza dostava!	1
jedino od njih narucujem probala sam vise restorana ali ovi su def najbolji i usluga i hrana brzi jeftini sve super!!	1
dostava kasnila,  stiglo  posle 90 min, hladno, pomfrit u životu sitnije seckan nisam video,  hrana ok i ako je bila hladna	0
Veoma brzo i kvalitetno, peti put poručujemo, svaki put je ekstra.	1
Skupo naplacuju dostavu koja pritom kasni. Ukoliko vam treba dobra usluga izbegavajte.	0
extra je sve	1
meso zilavo,spremljeno lose i poprilicno bez ukusa!	0
narucio sam mafija burger koji je bio izuzetno mali i neukusan	0
Dostava se naplujecuje dodatno pored računa od Donesi.com	0
Sve pohvale	1
porcija krilaca odlicna, uz koju stize tek pecena lepinja a ne neka bajata, tartar sos, kupus, pomfrit sve u svemu petica,	1
Dostava u roku. Testo ukusno ali pomalo zilavo. Puno brasna ispod pice. Kackavalj kiseo. Siromasna pica - dva listica sunke i jedna pecurka na celoj Capricciosi!	0
porcije su manje (i srazmerno jeftinije), idealno bi bilo da su x1.5 veće i x1.5 skuplje	1
isporuka kasnila 15-ak min. pica je stigla hladna.	0
Gde je meso rodjaci?	0
Odlicna hrana!	1
Zakasnili pola sata, doneli sve hladno i zaboravili jednu kupus salatu negde usput...	0
Stiglo za sat vremena, ali nije sveže, pomalo bezukusno.	0
opet zadovoljni hranom	1
Preporuka.Obilne i ukusne porcije.	1
Sve super, dostava u minut tacna	1
Odlicna hrana, dostavljac ljubazan maksimalno kao i uvek, palacinke gratis !!! Sve pohvale !!!	1
proslu put super, sad uzas	0
hrana je ukusna, ali su porcije premale. Velika porcija u Jao Mingu je manja od male u Zmaju	0
Hrana im je stvarno dobra,ali mislim da vise necu nikada da narucujem kod njih,progutao sam kasnjenje od sat i po,ali sada sam ih cekao vise od dva sata.Sramota.Jako loseeeeeeeeee	0
Previse pavlake, a testo zivo. Sve ostalo dobro.	0
stiglo bez stapica, bez salveta.. hrana ok, nigde ne pise da u porciju ide pirinac.. stiglo vrelo, a dostava kasnila,75 min za dve ulicd od njih.	0
Preporuka. Hrana ukusna, porcije  pristojne.	1
cekao sam dostavu predugo . 1.35 min	0
kasnjenje 20min, sve hladno, index ocajan, salata još gora.. americki burger moze da prodje	0
stigla je samo jedna palacinka!!!	0
Dostava jako kasni, a hrana sama po sebi nije nista specijalno.	0
Odlična pica po ekstra ceni. Zahtev da bude rešija ispoštovan do kraja.	1
Prva dva puta odlicne porcije, treci put njoke raskuvanje,duplo manje i hladne, ista porcija kao proslonedeljna a kao da je iz drugog restorana... lose...	0
pica zagorela a palacinka sa kremom i nije bas sa euro kremom ali ok, stigli ljudi na vreme da donesu....	0
sve siglo na vreme,toplo, ukusno	1
Hrana nije dostavljena za 30 minuta kako je napisano.	0
Pica je stigla za manje od pola sata, topla, ukusna ali stedite na kecapu :)	1
Ako se palacinke prave 2 sata onda ih od sada pravite sebi	0
Najbolja pica u NS	1
jedan ne moze sam da ga pojede!	1
Kvalitet hrane  u dostavi znatno opada, za razliku od one servirane u samom restoranu. Kašnjenje zagarantovano.	0
Odlična i brza usluga. Hrana ukusna a porcije odlične.	1
Pomesni prilozi potpuno! Negde fali, negde previse.	0
Sve preporuke, brzo, ukusno, ljubazno.	1
nezamenjivi	1
Jako lose...Narucene 2 cezar salate i obe su napravljene bez piletine... Jako veliki propust, prosto neverovatno da se to nekom desi. Pri tome se niko nije javljao na telefon da im prenesem primedbe.	0
Brza usluga .fenomenalni su	1
USLUGA I HRANA NA NIVOU KAO I UVEK!	1
za malo para,ogromna  porcija,ukusno,dostava stigla dok sam se okrenuo,sve je super	1
Fantasticna pizza, stigla porudzbina pre vremena, sve preporuke!	1
Iz ovog restorana sam narucio 2 borita i pohovani sir,a nisam video ni jedno, ni drugo. Bukvalno narucio i ostao gladan,iako nisam jeo od 14h. Svaka vam cast.	0
jedna od najbednijih narudzbina koje sam dobio,	0
sve pohvale. i dalje ste najbolji i najbolji giros pravite. sto se dostave tice 100 zvezdica, pisalo 35 min a stigla za 22min :)	1
meso zilavo... pirinac nekuvan dovoljno ...  neverujem kad citam komentare ispod  da je neko odusevljen ... retko se odlucujem da nekome dam losu ocenu ali ovo je stvarno bas lose bilo...	0
relativno ok uz pogresno isporucenu piletinu sa bademom umesto teletine..	0
Dostava je stigla za 45 minuta kao sto i pise i zvali su me da me obaveste da se naplacuje dostava,ali je pica bila uzasna i doneli su je hladnu,fujjjjj	0
Corba i medaljoni u pecurkama i siru, sve odlicno. Corbu smo porucivali na drugim mestima, ova mi je najbolja.	1
Pica stigla u naznacenom vremenu, topla, bogata. Svaka preporuka.	1
Od Piletine u Slatko-Kiselom sosu ... dobio sam samo Kupus , sosa nista a meso nema potrebe da spominjem. Za pohvalu jedino vreme dostave.	0
Najbolja pica u gradu, odlična dostava	1
Ekstra pice, bas sam se odusevio. Dostava brza, sve 5ca :)	1
ekstremno uljudni. Hrana ukusna, vidi se da je sveze spremljena. Porcije i vise nego dovoljne	1
sve je bilo super.	1
Doneta pogresna porudzbina, pritom jelo se skroz ohladilo!!!	0
nazalost, jedan od losijih obroka kineske hrane. Ne bih preporucio restoran	0
Brzina dostave je za svaku pohvalu,samo mi nije jasno kako za tako kratko vreme uspeju rolnice da se ohlade... i to skoro svaki put,prethodnog puta je i hrana bila hladna.  Jeo sam i bolje...	0
po drugi put narucio,stiglo na vreme,toplo,sveze...dobra klopa	1
Super pizze, tacno na vreme!	1
vrlo dobro	1
Sjajan restoran. Još uvek mi se nije desilo da sam neku porudžbinu čekao duže od pola sata. Hrana je, takođe, veoma ukusna. :)	1
Bravo!! Svaka cast!	1
Vec treci put narucujem kod njih i uvek je sve super i dostave pre roka. Pohvale.	1
Nije vam meso nešto. Ne znam gde nabavljate, ja bih im zavrnula uši.	0
Dostava je dosla 25 minuta ranije ali hrana i bila nepodnosljiva do tog nivoa da smo bacili sve slano i pojeli slatki cips jer za sada , to je jedina stvar koja moze da se proguta.	0
Odlicna i usluga i kvalitet, cak 25min ranije je stigao momak juce po pljusku, SVAKA CAST!	1
Pasulj savrsen, kao i sve ostalo.	1
Drugi put narucujem i oba puta me zvali da se izvine da nemaju to sto sam porucila,nazalost vise necu narucivati ,neozbiljno je prihvatiti porudzbinu za koju nemas sastojke.	0
Prvi put narucujem i prezadovoljna sam!!! testo savrseno, bogato punjenje, mnogo prsute,fete i rukole, stigla vruca i na vreme. ODAVNO NISAM JELA BOLJU!!! Preporucujem svima koji vole prve pizze....	1
Odlična hrana, Cene su dobre a dostava je tačna bez kašnjenja. Sve phovale!	1
svaka cast samo tako nastavite , dupli cizevi fenomenalni	1
svaki put kvalitetna hrana, pljeskavice su izvrsneee	1
Nikad gore. Ljuto, masno, cudnog ukusa. Lici na sve samo ne nasos bolognese. Bacenih 400 dinara!	0
ukusna,topla,stiglo za 15min iako je pisalo 45min. sve pohvale	1
Hrana je stigla posle 1h 30 min, umesto za predvidjenih 45 min. Jela su bila potpuno hladna, a slanu palacinki sam dobila sa komadicima polomljenog tanjira, ili neke druge posude.	0
Od 9 porudzbina, nikom nisu stigli Onion rings.	0
Naručili smo veliku San đovani picu. Pica je odlična, bogato filovana i ukusna. Dostava je bila brza, dolaze do vrata, što je veliki plus. Sve preporuke, sigurno ćemo ponovo naručivati.	1
"Nedovoljno pečeno testo, pelat se jedva oseća, nema feferona na ""Mađarici"", rub jedva punjen sirom. Dostava na vreme. Prvi i zadnji put naručeno."	0
Sve pohvale!	1
Sve najlepše pohvale.	1
Nista spec	0
Dzaba napisete napomenu kad niko ne cita... Par puta vec isto, necu vise porucivati od njih ovim putem, jer ne dobijem ono sta trazim...	0
Sve ok, dostava tacna u minut, pizza topla (napolju je 36 stepeni :) ), jedini se kecap prosuo po kutiji.	1
stiglo mlako, dostavljač malo kasnio, ali... nije loše.	0
kad saberes i oduzmes utisak nije dobar,precudan ukus pizze,kao da je sir bajat ili sta god	0
'nako. ne bih preporucijo, nije ni prici onom sa slike, meso nisam ni video ni osetio.	0
Kasnili 15 minuta, kvalitet OK, kaprićoza možda za nijansu prepečena, ali dobra. Dimenzije kao što stoji u opisu.	0
Nije nam stigao hleb, nisu ni cevapi sa kajmakom stigli nego sa lukom pa sam se zalio i onda naknadno dobio kajmak kada su se vec ohladili i onda su i hleb poslali posto su i njega zaboravili....	0
Nesto mi nije jasno..... ako pise da se rostilj dobija u obroku, da je u to uracunata salata, pomfrit i sta vec, zasto sam ja za taj novac dobila samo sis cevap????	0
Losa cezar salata	0
Dostava na vreme, odlicni cevapi i pomfrit, nastavite tako :)	1
NIJE LOSE ,NIJE LOSE	0
Hrana je isporucena sat vremena posto je isteklo napisanih 45min...	0
fantastično :3	1
Odlično, sveže i brzo! sve preporuke	1
Godinama narucujem i nikada se nisam pokajao na Ozon picu. Bogata i kalorična!	1
sve je super osim pirea... steta. samo da je pire od pravog krompira sve bi bilo savrseno. vitaminska salata naj bolja ikad!	1
Premale pice za prevelike cene! Testo je bilo presušeno. Dostavljene su na vreme.	0
Moja teleca corba, pire krompir i pileci file stigli su u iznenađujuće brzom periodu, do 20 minuta.Klopa sjajna, jos vrela...njami...jedva sam cekala da otvorim i prionem na istu.	1
alo bre, zilava jako, ko gumu da jedem....popravite to....	0
Prezadovoljni smo	1
kasnili su. Narucili dve corbe i sendvic. Corbe se isprolivale, sendvic mokar. Nista za predugo cekanje, skup i mali sendvic - za izbegavati	0
Cezar salata Vam je za svaku pohvalu, samo tako nastavite.	1
beda. raspada se, jaje u tecnom stanju.	0
može to mnogo bolje.. od pola kila testenine.. plus hladno..	0
Losa i zagorela pica, izbjegavati	0
Sve je bilo odlično.	1
po mom ukusu extra je testo, i fil, samo malo manje pecuraka	1
super super super jako brzi divna hrana sve pohvale!!!	1
Ukratno, stiglo toplo i na vreme...	1
Naručila sam pre sat i po i i dalje čekam (a po onome što sam čitala, verovatno mi neće ni stići isporuka)... Razočarenje.	0
Sjajna karađorđeva, meso mekano i sočno, prilozi super. Muž kaže najbolje što je jeo iz Fetish food-a.	1
sve je super i dostava je brza, jako smo zadovoljni. preporuka je samo da ubacite i dezert u ponudu, po mogućstvu profiterole :-)	1
Uzas, skupo, plasticno, neukusno...	0
Prvi put i naručujem i iskreno sam raspamećen .... FENOMENALNO ..... Najiskrenije ..... Ne ostavljam inače komentare ali sam sada morao .... FULL ....	1
Dostava je brza, ali je hrana bezukusna za nesto sto bi trebalo biti zacinjeno...	0
male porcije velike cene	0
donesena brzo , topla , ukusna , moja preporuka svima	1
sve najgore znam da nije losa pica kao kvalitet ali hladna pica koja kasni nikako ne moze da ostavi dobar utisak..ovaj baja sto donosi ne zna sta je ljubaznost...nadam se da citaju ovo	0
dostava uzas	0
Poprilično bezukusno. Ni nalik kineskoj hrani.	0
Hrana stigla sa zakašnjenjem od 30 minuta. Lepo zapakovano, toplo. Kvalitet i ukus hrane vrlo slabi.	0
veoma los kvalitet mesa + piletina je toliko preslana da ne moze da se jede...	0
iako je pisalo da ce biti za 60 minuta, stiglo je za 2 sata. Nuggetsi hladni	0
Narucili smo dve paste, sosevi su bili ok, ali su i pene i taljatele bile uzasno raskuvane i bezukusne. To je nesto na cemu bi definivno trebalo poraditi.	0
italijanski minjoni su prepuni testa, a malo dodataka...	0
Ukusno, toplo, pravo uzivanje	1
prezadovoljna	1
Pica je bila ok nisam nesto preterano odusevlje.	0
medaljoni i vise nego ukusni, sve stiglo toplo i brzo. sve pohvale za Taze Toplo :)	1
Hrana ok.Pomfrit porucio 200 grama,stigo je daj Boze 50	0
Sve na vreme.Klopa super.Hvala Vam!!!	1
najgora margarita IKAD..nehumano suva,tanka,bezukusna..nikad vise od ovih ne uzimam.. Jedino dostavu da pohvalim,korektna skroz..	0
najbolja kineska hrana! :)	1
paa sad....	0
Club sendvic solidan Ali predebeli parcici koji ispadaju bas bezveze. Za palacinke cool sto su dve I lepo smotane ali neceg sto je trebala da bude Nutella- pre malo!!! Razocarani	0
Brza dostava,uvek vrela pica, odlican ukus pelata. Sve pohvale!	1
Burrito Beef je  burito sa sirom mesa jedva da je bilo	0
nishta strashnije i bajatije nisam probala u zhivotu	0
Sve odlično,od kvaliteta do brzine isporuke,bravo!	1
Super ste :)	1
...narudzbina i dalje nije stigla. Niko se nije javio o kasnjenju, a prihvacena je porudzbina na 45 minuta	0
Pizza nije stigla ni posle nesto vise od sat i po vremena, usluga katastrofa. Jedno je sigurno, nikad vise.	0
Prvi put narucujem ovde. Meso je bilo ocajno,posle drugog zalogaja sam bacila giros. Usluga je dobra ali je kvalitet 0.	0
Dostava je kasnila. Pomfrit je bio suv, neslan i neukusan. Slana palacinka bez pavlake, suva i zagorela...	0
Stiglo na vreme. Pasta vrela, gratis koka kola ledena :)	1
hrana preukusna kao i uvek! :)	1
Stiglo veoma brzo, lepo zapakovano i toplo :)	1
Nema nutele u palacinci sa nutelom. Nema nicega. Lose je sto se naplacuju svi prilozi. Ako narucite kislele krastavce kao prilog dobicete cetvrtinu isecenog. Sve pohvale za dostvljace.	0
Dobra pica, dobre palačinke.	1
"nisam dobio pribor,pasta se ""stvrdnula"" bila dosta suva ne socna,palacinke narucene sa nutelom,ono je bilo sve samo.ne nutela...pohvale za dostavljaca"	0
Pica sa dodantim kačakavaljom je bila vrhunska!	1
Jedne od najboljih pizza u gradu	1
Porodicna na akciji je super i cenom i kvalitetom. Pica vruca i ukusna.	1
najbolji ste,ukus i kvalitet bez texta,dostava kao brzi Ginzales stvarno svaka cast,odusevljen sam i prezadovoljan samo tako nastavite :)	1
Moglo bi malo vise sunke da se stavi i ovu salatu zelenu sto sam rekao da ima mnogo vise	0
Savršeno, kao i uvek! Toplo, stiglo deset minuta ranije, preukusno... pomfrit takođe vrhunski!	1
Dostava je bila na vreme, pica je bila fantasticanog izgleda i jos lepseg UKUSAAA. Samo tako nastavite!!!!! Svaki komentar vise je suvisan!!!	1
nema sta da se kaze. hrana je odlicna ,higijena na nivou ,usluga super i prijatno osoblje.	1
Premala porcija a preskupa!Dostavljac nije imao kusur iako smo ostavili baksis.	0
ocajno mala i tanka pica za 535 dinara. na kaldu je tolika pica 250 dinara	0
Paca kasnila, stigla mlaka, a i nije baš nešto sjajna... Sve u svemu, prosek...	0
samo je jedna brza hrana :)MINUTA ostali  su i magli :) pice burgeri sve na niovouuu	1
Pljeskavica polu-ziva. Kupus salata je u stvari salata od korena kupusa. Dostava spora. Palacinka  vise gorka i slana nego slatka, a testo gnjecavo.	0
Pizza je preukusna, i bogata :)	1
tople preporuke: sve od salate, glavnog jela do lepinje sveze  I ukusno, pozamasne porcije. Hvala lepo, narucicemo opet	1
definitivno	1
Sve petice usluga brza , hrana sjajana sve najnaj.	1
) take this and don't hesitate, super delicious)	1
Prijatno iznenadjena!	1
Brza dostava, pica fenomenalna!!!	1
Vec 100x porucujem i svaki put su odlicni, (uglavnom Vezuvio i Capricciosu). Svaki put dostava na vreme, sve preporuke.	1
Sasvim korektan ukus, dobra porcija i brza Dostava	1
Dostava na vreme, hrana topla, veoma ukusna, količina idealna za jednog prosečnog čoveka. Pohvale i preporuke.	1
Odlicno kao i uvek, popust od 10 posto nas je prijatno iznenadio :)	1
Jednoglasno - 5.0	1
nekada stvarno dobri,danas totalno suprotno...narucim giros a u njemu prilozi koji se njima svidjaju ocigledno...porcija mala itd....moj poziv sigurno vise nece dobiti...	0
Ukus prihvatljiv..a kolicona,mozda dosta za kolibria...	0
Dostava kasni, cena dostave nerealna, restoran napisao racun sa cenom dostave 250, dostavljac rekao da je restoran pogresio i trazio 450... Sve u svemu, tesko da cu ikad opet porucivati od njih!	0
Skoro sve je identičnog ukusa. Ocene su u potpunosti vezane za hranu, usluga je ”dobro” iako je bilo zabune i klopu smo dočekali tek posle 1h i 20m.	0
Cezar salata sa majonezom?!	0
Oskudno filovana, bez maslina, bez bosiljka, bez pančete, i sa jednom vrstom sira umesto tri. Ne preporučujem	0
Naručujem često kod njih, paste su im odlične. Savet: malo su bolje ako uzmete taljalete umesto klasičnih špageta. Dostava uvek stiže na vreme, uglavnom i ranije.	1
maslinek koje su naveli u spisku sastojaka nisu stavili ni na svako parce tako da je bilo nekih parcica sa malinkama i pavlakom i nekoliko bez i to asimetricno.	0
Klopa super,brza dostava	1
Najveci i naj ukusniji giros u gradu.  Sto se tice cene sasvim je korektna jer su porcije velike Dostava je stigla za 20 minuta a rekli su 30 savaka cast . Samo tako nastavite .	1
Najbolja pica u Novom Sadu	1
Velika porcija, hrana ukusna. Odlicno!	1
Odlicne pice i dobra usluga	1
Sat vremena im treba za dva kilometra	0
dva puta je roštilj bio odličan, i onda treći put potpuno bezukusan... i još nije u potpunosti ispoštovana narudžba, naručio sam piletinu u slanini a dobio pileći file bez slanine...	0
Ustipci su super, palacinke su lepe i velike sa mnogo dzema.	1
Pileca krilca su kao kuvana i ne mirisu lepo, ukus tek nikakav.. Porucili smo i rebarca od kojih (bolje reci od kojeg rebarceta) nemas sta da pojedes pritom je i masno..	0
Hrana je bila ukusna. Ispoštovan poseban zahtev. Dostava za oko sat vremena. Zadovoljna sam uslugom ovog restorana!	1
Izbor dobar, cene nisu lose, usluga kasni, kvalitet - ne bas sjajno.	0
Porucena teleca corba i juneci ribic .Dopala mi se kombinacija ribica sa povrcem (uglavnom sam pre uzmao sa kajmakom).Sve je bilo toplo ukusno i lepo upakovano..Sve preporuke za ovaj restoran .!!	1
vreme dostave predugo.	0
Najbolja pica koju sam jeo u poslednje vreme.za svaku preporuku	1
Dobar roštilj, povoljna cena.	1
Index je bio suv i hladan. Stigao na vreme	0
Narucili razne varijante sushija i to je uglavnom bilo ok, ali svinjetina sa nudlama je ocaj, meso cudnog ukusa i suvo, a nudle kisele, ne po nasem ukusu.	0
Dostava stigla na vreme, međutim pica je bila hladna.	0
hrana stigla posle sat i 10 minuta...kvalitet prelos.	0
Svaka preporuka	1
Portion was big, lots of sour cream and red beans. Unfortunately the food arrived cold	0
Nista ne valja,uzas,nikad vise necemo jesti kod vas.	0
Odlicno jelo!	1
Sve pohvale, nemam nijednu zamerku.	1
Za sada najbolja usluga i najukusnija hrana! Preporuke!	1
Ok klopa, stigla na vreme, veoma topla.	1
Cesto narucujem iz ovog restorana i imam samo reci hvale. Brza dostava, odlicna hrana . Energetski miks savrsen napitak i pravo osvezanje na ovu vrucinu.	1
Brza dostava, odlična hrana.	1
Naručeni čizburger, indeks, veliki pomfrit kao i Jaffa sladoled (koji se ovde inače ne nalazi na spisku). Sve je stiglo na vreme i bilo je odlično.	1
Pasta krajnje prosecna i dostava se placa 250din!!! a nigde ne pise	0
Probali smo par različitih pizza, svaka je fantastična! Sve preporuke!	1
Brza isporuka preko potrcko. Ali male zamerke na hranu i dodatke. Stavljen je senf koji nije bio porucen kao i pavla sa susamom koja nije imala susam u sebi i pomfrit je suvise masan.	0
super i ukusna pileca supa.	1
Preporuke :)	1
Fantasticno, bogato, ukusno, cak i lepse nego na slici... Nikakve zamerke samo pohvale.	1
Vrhunski! Lepinja je čak bila i vrela, kao i karadjordjeva. Velika porcija baš. Dostava i pre roka. Svaka čast!	1
Sve osim pomfrita koji je zilav	1
Delivery was 2 and a half hours, they didn't call in advance to tell that, food was called and all smashed. I couldn't even eat it, so I threw it away.	0
Piletina je odlična, prilog fantastičan, pohovane lignje u sečuan sosu na mestu kao i uvek! :)	1
u poslednje vreme mi svaki put zabrljate narudzbu nikad ne dobijem ono sto sam narucila... sos vrlo cesto zaboravljate.	0
NAJBOLJI JEDVA CEKAM PICU MADJARICU  :ddddd	1
Uvek na vreme i kvalitetno:Solidan izbor, ukusno i kvalitetno. Za preporuku.	1
Ozbiljno, ćevap za medalju - mali, sočan, slan.	1
Toplo, ukusno, bez greske sve	1
ocekivao sam vise povrca Uz meso, pritom dosta jadna porcija.	0
Jako neobicno i ukusno. Pica je stigla bukvalno vrela. super..	1
ne biste hteli da znate jer nije bas bajno ;)	0
Sve pohvale! :)	1
Pomfrit im je osrednji, ostalo je savrseno, posebno dezerti!	1
pizza je sjajna	1
Vratih se iz Italije posle 3 nedelje i nakon budzavih pasti spageta i sl stvari vi ste mi bili prvi izbor domace hrane , msm da nema potrebe nista vise da kazem , samo tako nastavite ljudi !!!!	1
batak polu ziv, narucili malo luka u punjenu doneli 4 glave polu iseckane, dupli chees odlican	0
Kasnili su podosta, vreme dostave je bilo 60min stigli su posle 100min, ali moram da priznam da je vredelo... Mrzim da cekam i mrzim kasnjenja, ali paparaco pica je bila bas odlicna:)	0
Stvarno super hrana. Brza isporuka, super palacinke, vrela pica, hladni sokovi, sitan novac, znaci sve :)	1
Klopa nije loša, lepo je zaljućeno, ali je daleko od meksičke hrane. Nedostaju pasulj, kukuruz i luk da bi to bilo to. OK je ako neko hoće da se najede pavlake i kačkavalja.	0
sve pohvale. :)	1
nisam impresioniran, pica stigla skoro hladna...	0
restoran za svaku preporuku	1
